"CountryCode","SeriesCode","DESCRIPTION",
"MMR","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MMR","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MMR","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MNE","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MNE","SP.POP.TOTL","Data sources : For years after 2000, Statistical Office of Montenegro. For years 1960-1999, growth rates of United Nations World Population Prospects were used to estimate backwards.",
"MNG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MNG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MNP","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MOZ","SG.NOD.CONS","There is no nondiscrimination provision.",
"MOZ","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MOZ","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MRT","SG.NOD.CONS","There is no nondiscrimination provision.",
"MRT","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MRT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MUS","SG.POP.MIGR.FE.ZS","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.ADO.TFRT","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.DYN.CBRT.IN","Data sources : Statistics Mauritius",
"MUS","SP.DYN.CDRT.IN","Data sources : Statistics Mauritius",
"MUS","SP.DYN.LE00.FE.IN","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.DYN.LE00.MA.IN","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.DYN.TFRT.IN","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.0014.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.0014.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.1564.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.MA.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.TO","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.1564.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.65UP.FE.IN","Derived using ratio of age group from WPP and World Bank population.",
"MUS","SP.POP.65UP.TO.ZS","Including Agalega and St. Brandon.",
"MUS","SP.POP.AG00.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG00.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG01.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG01.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG02.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG02.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG03.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG03.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG04.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG04.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG05.FE.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.AG05.MA.IN","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.BRTH.MF","Including Agalega, Rodrigues and Saint Brandon.",
"MUS","SP.POP.DPND","Including Agalega and St. Brandon.",
"MUS","SP.POP.TOTL","Data sources : Statistics Mauritius, United Nations World Population Prospects",
"MUS","SP.POP.TOTL.FE.ZS","Excluding Agalega and St. Brandon.",
"MWI","SG.OBT.IDCD.MR","There is no national identity card.",
"MWI","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MWI","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MYS","SG.POP.MIGR.FE.ZS","Including Sabah and Sarawak.",
"MYS","SP.ADO.TFRT","Including Sabah and Sarawak.",
"MYS","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"MYS","SP.POP.0014.TO.ZS","Including Sabah and Sarawak.",
"MYS","SP.POP.1564.TO.ZS","Including Sabah and Sarawak.",
"MYS","SP.POP.65UP.TO.ZS","Including Sabah and Sarawak.",
"MYS","SP.POP.AG00.FE.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG00.MA.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG01.FE.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG01.MA.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG02.FE.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG02.MA.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG03.FE.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG03.MA.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG04.FE.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG04.MA.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG05.FE.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.AG05.MA.IN","Including Sabah and Sarawak.",
"MYS","SP.POP.BRTH.MF","Including Sabah and Sarawak.",
"MYS","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"MYS","SP.POP.TOTL.FE.ZS","Including Sabah and Sarawak.",
"NAM","SG.GEN.PARL.ZS","The 6 additional non-voting members will be appointed by the President of the Republic after he will be sworn in on 21 March 2005.",
"NAM","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NAM","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NCL","SP.DYN.CBRT.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.DYN.CDRT.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.DYN.LE00.FE.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.DYN.LE00.MA.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.DYN.TFRT.IN","Data sources : Institute of Statistics and Economic Studies",
"NCL","SP.POP.TOTL","Data sources : Institute of Statistics and Economic Studies",
"NER","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"NER","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"NER","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NER","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NER","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NER","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NGA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NGA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NIC","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NIC","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NLD","SP.DYN.CBRT.IN","Data sources : Eurostat",
"NLD","SP.DYN.CDRT.IN","Data sources : Eurostat",
"NLD","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Statistics Netherlands",
"NLD","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Statistics Netherlands",
"NLD","SP.DYN.TFRT.IN","Data sources : Eurostat",
"NLD","SP.POP.TOTL","Data sources : Eurostat",
"NOR","SG.MMR.LEVE.EP","No paid or unpaid maternity leave is available.",
"NOR","SG.NOD.CONS","There is no nondiscrimination provision.",
"NOR","SG.OBT.IDCD.MR","There is no national identity card.",
"NOR","SG.POP.MIGR.FE.ZS","Including Svalbard and Jan Mayen Islands.",
"NOR","SH.MMR.LEVE","Paid parental leave is available",
"NOR","SH.MMR.WAGE.ZS","Paid parental leave is available",
"NOR","SP.ADO.TFRT","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.DYN.CBRT.IN","Data sources : Eurostat",
"NOR","SP.DYN.CDRT.IN","Data sources : Eurostat",
"NOR","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Statistics Norway",
"NOR","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Statistics Norway",
"NOR","SP.DYN.TFRT.IN","Data sources : Eurostat, Statistics Norway",
"NOR","SP.POP.AG00.FE.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG00.MA.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG01.FE.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG01.MA.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG02.FE.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG02.MA.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG03.FE.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG03.MA.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG04.FE.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG04.MA.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG05.FE.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.AG05.MA.IN","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.BRTH.MF","Including Svalbard and Jan Mayen Islands.",
"NOR","SP.POP.TOTL","Data sources : Eurostat",
"NPL","SG.OBT.IDCD.MR","There is no national identity card.",
"NPL","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"NPL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"NRU","SP.POP.TOTL","Data sources : United Nations World Population Prospects, IMF and World Bank's country office",
"NZL","SG.OBT.IDCD.MR","There is no national identity card.",
"NZL","SP.DYN.CBRT.IN","Data sources : Statistics New Zealand",
"NZL","SP.DYN.CDRT.IN","Data sources : Statistics New Zealand",
"NZL","SP.DYN.LE00.FE.IN","Data sources : Statistics New Zealand, United Nations World Population Prospects",
"NZL","SP.DYN.LE00.MA.IN","Data sources : Statistics New Zealand, United Nations World Population Prospects",
"NZL","SP.DYN.TFRT.IN","Data sources : Statistics New Zealand, United Nations World Population Prospects",
"NZL","SP.POP.TOTL","Data sources : Statistics New Zealand",
"OED","FX.OWN.TOTL.FE.ZS","Only high-income countries are covered.",
"OED","FX.OWN.TOTL.MA.ZS","Only high-income countries are covered.",
"OMN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"OMN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PAK","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PAK","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PAN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PAN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PER","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PER","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PER","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PER","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PER","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PER","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PHL","SG.NOD.CONS","There is no nondiscrimination provision.",
"PHL","SG.OBT.IDCD.MR","There is no national identity card.",
"PHL","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PHL","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PLW","SP.DYN.CBRT.IN","Data sources : Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.CDRT.IN","Data sources : Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.LE00.FE.IN","Data sources : Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.LE00.MA.IN","Data sources : Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.DYN.TFRT.IN","Data sources : Bureau of Budget and Planning, Office of Planning and Statistics",
"PLW","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PNG","SG.NOD.CONS","There is no nondiscrimination provision.",
"PNG","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PNG","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PNG","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PNG","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PNG","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PNG","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"POL","SP.DYN.CBRT.IN","Data sources : Eurostat",
"POL","SP.DYN.CDRT.IN","Data sources : Eurostat",
"POL","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"POL","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"POL","SP.DYN.TFRT.IN","Data sources : Eurostat, Central Statistical Office",
"POL","SP.POP.TOTL","Data sources : Eurostat",
"PRI","NY.GNP.PCAP.PP.CD","Estimates are based on regression.",
"PRI","SG.OBT.IDCD.MR","There is no national identity card.",
"PRI","SP.DYN.CBRT.IN","Data sources : U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","SP.DYN.CDRT.IN","Data sources : U.S. Census Bureau, Centers for Disease Control and Prevention",
"PRI","SP.DYN.LE00.FE.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.LE00.MA.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.DYN.TFRT.IN","Data sources : U.S. Census Bureau, United Nations World Population Prospects",
"PRI","SP.POP.TOTL","Data sources : U.S. Census Bureau, 1990 Census",
"PRK","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PRK","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PRT","SG.MMR.LEVE.EP","No paid or unpaid maternity leave is available.",
"PRT","SH.MMR.LEVE","Paid parental leave is available",
"PRT","SH.MMR.WAGE.ZS","Paid parental leave is available",
"PRT","SP.DYN.CBRT.IN","Data sources : Eurostat",
"PRT","SP.DYN.CDRT.IN","Data sources : Eurostat",
"PRT","SP.DYN.LE00.FE.IN","Data sources : Eurostat",
"PRT","SP.DYN.LE00.MA.IN","Data sources : Eurostat",
"PRT","SP.DYN.TFRT.IN","Data sources : Eurostat",
"PRT","SP.POP.TOTL","Data sources : Eurostat",
"PRY","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PRY","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"PSE","SG.POP.MIGR.FE.ZS","Including East Jerusalem. Refugees are not part of the foreign-born migrant stock in the State of Palestine.",
"PSE","SP.ADO.TFRT","Including East Jerusalem.",
"PSE","SP.DYN.CBRT.IN","Data sources and note : Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.CDRT.IN","Data sources and note : Palestinian Central Bureau of Statistics, United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.FE.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.LE00.MA.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.DYN.TFRT.IN","Data sources and note : United Nations World Population Prospects (for State of Palestine)",
"PSE","SP.POP.0014.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.1564.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.65UP.TO.ZS","Excluding East Jerusalem.",
"PSE","SP.POP.AG00.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG00.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG01.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG01.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG02.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG02.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG03.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG03.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG04.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG04.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.AG05.FE.IN","Including East Jerusalem.",
"PSE","SP.POP.AG05.MA.IN","Including East Jerusalem.",
"PSE","SP.POP.BRTH.MF","Including East Jerusalem.",
"PSE","SP.POP.TOTL","Data sources : World Bank estimates based on data from Palestinian Central Bureau of Statistics, excluding E. Jerusalem.",
"PSE","SP.POP.TOTL.FE.ZS","Excluding East Jerusalem.",
"PYF","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"PYF","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"QAT","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"ROU","SP.DYN.CBRT.IN","Data sources : Eurostat",
"ROU","SP.DYN.CDRT.IN","Data sources : Eurostat",
"ROU","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Uninted Nations World Population Prospects, National Institute of Statistics",
"ROU","SP.DYN.TFRT.IN","Data sources : Eurostat, National Institute of Statistics",
"ROU","SP.POP.TOTL","Data sources : Eurostat",
"RUS","SG.NOD.CONS","There is no nondiscrimination provision.",
"RUS","SP.DYN.CBRT.IN","Data sources : Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.CDRT.IN","Data sources : Russian Federation Federal State Statistics Service, United Nations World Population Prospects",
"RUS","SP.DYN.LE00.FE.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RUS","SP.DYN.LE00.MA.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, United Nations World Population Prospects, TransMonEE",
"RUS","SP.DYN.TFRT.IN","Data sources : Eurostat, Russian Federation Federal State Statistics Service, TransMonEE",
"RUS","SP.POP.TOTL","Data sources : Russian Federation Federal State Statistics Service (its January 1st populations were adjusted to mid-year populations by using geometric mean), 1979 Census, 1989 Census.",
"RWA","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"RWA","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SAU","SG.NOD.CONS","There is no nondiscrimination provision.",
"SAU","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SAU","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SDN","SG.POP.MIGR.FE.ZS","The estimates for 1990 to 2005 refer to Sudan and South Sudan.",
"SDN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SDN","SP.POP.TOTL","Data sources : United Nations World Population Prospects. Estimates are for Sudan excluding South Sudan.",
"SEN","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SEN","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SGP","SG.GEN.PARL.ZS","The parliament convened on 2 November 2006 following the elections held in May. Nine members are yet to be appointed to the parliament.",
"SGP","SP.DYN.CBRT.IN","Data sources : Department of Statistics Singapore",
"SGP","SP.DYN.CDRT.IN","Data sources : Department of Statistics Singapore",
"SGP","SP.DYN.LE00.FE.IN","Data sources : Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.LE00.MA.IN","Data sources : Department of Statistics Singapore, United Nations World Population Prospects",
"SGP","SP.DYN.TFRT.IN","Data sources : Department of Statistics Singapore",
"SGP","SP.POP.TOTL","Data sources : Department of Statistics Singapore",
"SLB","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SLB","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.LE00.FE.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.LE00.MA.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.DYN.TFRT.IN","Data sources : United Nations World Population Prospects",
"SLE","SP.POP.TOTL","Data sources : United Nations World Population Prospects",
"SLV","SG.NOD.CONS","There is no nondiscrimination provision.",
"SLV","SP.DYN.CBRT.IN","Data sources : United Nations World Population Prospects",
"SLV","SP.DYN.CDRT.IN","Data sources : United Nations World Population Prospects",
